iter	RMSE
0	0.6744003322
1	0.6334163517
2	0.5954916899
3	0.5580991351
4	0.5225931649
5	0.4901705312
6	0.4601840526
7	0.4323972585
8	0.4054140756
9	0.3810480667
10	0.3575818747
11	0.3356345125
12	0.3152027396
13	0.2960806028
14	0.2779184126
15	0.2611573103
16	0.2452669929
17	0.2301575152
18	0.2157951421
19	0.2033732119
20	0.1916305887
21	0.1803176975
22	0.1695207522
23	0.1594670121
24	0.1498724055
25	0.1415478279
26	0.1330555009
27	0.1256200405
28	0.1182762532
29	0.1114690358
30	0.105194851
31	0.0993249979
32	0.09395531277
33	0.08872130358
34	0.08374454726
35	0.07928322077
36	0.07508311271
37	0.07112844247
38	0.0672936347
39	0.06398412561
40	0.06076532997
41	0.05781620704
42	0.05523310004
43	0.05258056305
44	0.05006597357
45	0.04787093811
46	0.04575245589
47	0.04400297079
48	0.042222296
49	0.04057081016
50	0.03898544738
51	0.0376164856
52	0.0362903572
53	0.03499660826
54	0.03388019393
55	0.03280906215
56	0.0317608898
57	0.03079344055
58	0.0299242479
59	0.02910229992
60	0.02836162465
61	0.02767743389
62	0.02703921239
63	0.02641246158
64	0.02586298004
65	0.02537497154
66	0.02487270124
67	0.02442326687
68	0.02400095671
69	0.02356802144
70	0.02318457683
71	0.02283362502
72	0.02251323757
73	0.02220130032
74	0.02188639265
75	0.02160998716
76	0.02134281177
77	0.02109655172
78	0.02084856475
79	0.02060756721
80	0.02041052027
81	0.02017407661
82	0.02001153587
83	0.01983589948
84	0.01966025698
85	0.01956024529
86	0.01938556959
87	0.01928101332
88	0.01914387916
89	0.01897244792
90	0.01887165131
91	0.01874545099
92	0.01864151674
93	0.01847010513
94	0.01835506638
95	0.01824530755
96	0.01810266247
97	0.01798697696
98	0.01785501952
99	0.01778369159
100	0.01762529252
101	0.01747525832
102	0.01740934645
103	0.01732494028
104	0.01723474435
105	0.01713391251
106	0.01707530424
107	0.01700000516
108	0.01691042323
109	0.016836087
110	0.01678249083
111	0.01671459469
112	0.01658267154
113	0.01650395663
114	0.01634105587
115	0.01628395603
116	0.01620047643
117	0.01614304775
118	0.01608774413
119	0.01599321865
120	0.01585518548
121	0.01579273662
122	0.01568917055
123	0.0156472018
124	0.01560658626
125	0.01556773286
126	0.01547143546
127	0.01543246851
128	0.01537915126
129	0.01534244368
130	0.01526214472
131	0.01522885417
132	0.01511053369
133	0.01501740903
134	0.0149810888
135	0.01495014266
136	0.01490673975
137	0.01487348037
138	0.01484534551
139	0.01481409699
140	0.01478305559
141	0.01467267763
142	0.01459304239
143	0.01454972531
144	0.01452319951
145	0.01449555534
146	0.01446452524
147	0.01443245776
148	0.01434170829
149	0.01431714416
150	0.01428225578
151	0.01420803254
152	0.0141855364
153	0.01416324442
154	0.01404517214
155	0.01402312858
156	0.01400189982
157	0.01398114175
158	0.0139525732
159	0.01383473018
160	0.01379507004
161	0.01371111211
162	0.01362601515
163	0.01360354879
164	0.01356746451
165	0.01348212323
166	0.01346283193
167	0.01343279699
168	0.01341676249
169	0.01338992751
170	0.01337276364
171	0.01329521682
172	0.01320777521
173	0.01319167981
174	0.01314835085
175	0.01313207766
176	0.01303373461
177	0.01301584292
178	0.0130016321
179	0.01298480033
180	0.0128916397
181	0.0128673146
182	0.01279747854
183	0.01278171993
184	0.0127150405
185	0.01269248005
186	0.01268027928
187	0.01266736115
188	0.01265358365
189	0.01264239888
190	0.01259801721
191	0.01258347637
192	0.01252201664
193	0.01246660937
194	0.01245515164
195	0.01236999388
196	0.01228569224
197	0.01227339903
198	0.01221832702
199	0.01213709052
200	0.01212512884
201	0.01201587551
202	0.01194384991
203	0.01188153969
204	0.0118700403
205	0.01185875729
206	0.01184807165
207	0.01182933008
208	0.01182008028
209	0.01180156595
210	0.0117297863
211	0.01167966632
212	0.01159608246
213	0.01158097461
214	0.01151770449
215	0.01149049006
216	0.01148138083
217	0.0114724409
218	0.01140855712
219	0.01137773867
220	0.01136913714
221	0.01135423275
222	0.01133803805
223	0.01129280267
224	0.01122181523
225	0.01116334368
226	0.01110632841
227	0.01106920473
228	0.01104195772
229	0.01102377885
230	0.01094828198
231	0.0109304435
232	0.01092392283
233	0.0108878819
234	0.0108270671
235	0.01077422365
236	0.0107067602
237	0.01068984956
238	0.01062337187
239	0.010570258
240	0.01050459586
241	0.01044866283
242	0.0103886356
243	0.01034650095
244	0.01030089811
245	0.01029449935
246	0.01026121272
247	0.01023780201
248	0.01018586573
249	0.01017279357
250	0.01016045767
251	0.0101172644
252	0.01008784744
253	0.01007472386
254	0.01002659961
255	0.01000058788
256	0.00997801343
257	0.009941032662
258	0.00991477214
259	0.009849987019
260	0.00983804818
261	0.009831106791
262	0.009768843887
263	0.009729317117
264	0.009718100377
265	0.009698257544
266	0.009650127097
267	0.009637277921
268	0.009582480544
269	0.009547662762
270	0.009529484546
271	0.009492204429
272	0.009471464731
273	0.009437789294
274	0.00939297123
275	0.009378600095
276	0.009363818305
277	0.009310817868
278	0.009271583191
279	0.009255098197
280	0.009216888178
281	0.00919008851
282	0.009159666842
283	0.009128888836
284	0.009115631688
285	0.009102590713
286	0.009058704907
287	0.009047319495
288	0.009023486281
289	0.009002686455
290	0.008970430404
291	0.008942267365
292	0.00892567621
293	0.008898375314
294	0.008876508146
295	0.008840903493
296	0.008819768735
297	0.008810144214
298	0.008780887649
299	0.008764440313
300	0.008723189219
301	0.008706791372
302	0.00868010509
303	0.008653896966
304	0.008637477529
305	0.008616157865
306	0.008611136157
307	0.008592385137
308	0.008576388667
309	0.008557337604
310	0.008545331763
311	0.008533733566
312	0.008520305825
313	0.008482152913
314	0.008477467265
315	0.008464838365
316	0.008438435472
317	0.008416908061
318	0.008409291073
319	0.008380956694
320	0.008362358022
321	0.008357441526
322	0.008343648618
323	0.008328034415
324	0.00829319317
325	0.008257390856
326	0.008248533068
327	0.008218987416
328	0.00820754408
329	0.008199688458
330	0.008186451738
331	0.008158082559
332	0.008125354488
333	0.008105285077
334	0.008087948213
335	0.008072067161
336	0.008046622501
337	0.008023682635
338	0.008019111304
339	0.008008692186
340	0.007996182567
341	0.007985854839
342	0.007959093256
343	0.007932445674
344	0.007914263899
345	0.007904261553
346	0.007880591076
347	0.007859901498
348	0.007851712074
349	0.007842907108
350	0.007832895429
351	0.007825787204
352	0.007811477558
353	0.007782157147
354	0.007762254506
355	0.007744754752
356	0.007722377513
357	0.007707006189
358	0.007698416047
359	0.007686044526
360	0.007669358559
361	0.007632810731
362	0.007617049341
363	0.007605630608
364	0.007587091929
365	0.007567489018
366	0.007533390194
367	0.007528472849
368	0.007517604065
369	0.007506686037
370	0.007495983117
371	0.00748275636
372	0.007450262705
373	0.007436952303
374	0.007427677986
375	0.00741114265
376	0.007380480701
377	0.007367493016
378	0.00733880488
379	0.007320136137
380	0.007310502011
381	0.007296204498
382	0.007269465671
383	0.007259184643
384	0.007251261784
385	0.007242808568
386	0.007231990422
387	0.007221878132
388	0.007208778135
389	0.00719461669
390	0.00718371888
391	0.007174506758
392	0.007167662725
393	0.00715912532
394	0.007149308282
395	0.007137698138
396	0.0071268146
397	0.007119549175
398	0.007113325797
399	0.007097805372
400	0.007089838293
401	0.007083217503
402	0.007069596599
403	0.007046733182
404	0.007030926663
405	0.007018459521
406	0.007011756423
407	0.006997015128
408	0.006972421067
409	0.006965065505
410	0.006955295428
411	0.006947340023
412	0.006940559294
413	0.006914718269
414	0.00689269048
415	0.006886754884
416	0.006879055764
417	0.006864896931
418	0.006854011942
419	0.006843702611
420	0.006837417595
421	0.006824508169
422	0.006813834038
423	0.006804853338
424	0.006795369411
425	0.006770658277
426	0.006760933502
427	0.006752040524
428	0.006745963731
429	0.006724410869
430	0.006698496784
431	0.006693166251
432	0.006686231809
433	0.006678366739
434	0.006659731366
435	0.006653853693
436	0.006646032431
437	0.006639741449
438	0.006632701798
439	0.006624138629
440	0.006610918368
441	0.006600357037
442	0.006589520251
443	0.006581529338
444	0.006566126421
445	0.006559696169
446	0.006553363103
447	0.006546884
448	0.00652463298
449	0.006502305582
450	0.006491961423
451	0.006486747718
452	0.006469703535
453	0.006459952503
454	0.006454277398
455	0.0064479303
456	0.006441857438
457	0.006434410203
458	0.006425977961
459	0.006420178057
460	0.006413199219
461	0.006397802433
462	0.006375432287
463	0.006367933348
464	0.006360262514
465	0.006343994493
466	0.006324886243
467	0.006306861448
468	0.006295531007
469	0.006289039279
470	0.006272079653
471	0.006267174887
472	0.006257304877
473	0.006245552012
474	0.006226635732
475	0.006218142593
476	0.006212442414
477	0.006196977725
478	0.006187498266
479	0.00617480729
480	0.006170009619
481	0.006161838149
482	0.006156741895
483	0.006139596677
484	0.00612581804
485	0.006117263854
486	0.006096255667
487	0.006087356529
488	0.006069176714
489	0.006052937237
490	0.006040479423
491	0.006028077208
492	0.006015039416
493	0.006007359064
494	0.005996079643
495	0.005978540029
496	0.005970508907
497	0.00596507852
498	0.005956271671
499	0.005945885154
500	0.005938930776
501	0.005928736505
502	0.005916901753
503	0.005907357585
504	0.00590165548
505	0.005891074862
506	0.005884112513
507	0.005878593409
508	0.005869561689
509	0.005864646875
510	0.005856659066
511	0.005848638836
512	0.005834953024
513	0.005825577018
514	0.005819379392
515	0.005810947386
516	0.005804422785
517	0.005793793335
518	0.005778806386
519	0.005772373322
520	0.005766475584
521	0.005762328967
522	0.005743582313
523	0.005738115631
524	0.005724284968
525	0.005718166287
526	0.005713186113
527	0.005708227861
528	0.005703094562
529	0.005698766311
530	0.005691682303
531	0.00567825882
532	0.005672359196
533	0.005665075389
534	0.005660754274
535	0.00565493576
536	0.005651134454
537	0.005642097922
538	0.005629135901
539	0.005620049511
540	0.005617049929
541	0.005605724443
542	0.00559924133
543	0.005592964664
544	0.005587585277
545	0.00558231176
546	0.005577362664
547	0.005570648902
548	0.005566295294
549	0.005562157881
550	0.005546140381
551	0.005542433244
552	0.005534347374
553	0.005520559065
554	0.005510798116
555	0.005503726757
556	0.00549844997
557	0.005494835847
558	0.005479083342
559	0.005472040587
560	0.005463359883
561	0.005458932983
562	0.005452026254
563	0.005445373836
564	0.005440434568
565	0.005433775601
566	0.005430602833
567	0.005423660497
568	0.005418035853
569	0.005402823739
570	0.005396365331
571	0.005391894184
572	0.005387985348
573	0.005371793825
574	0.00536415841
575	0.00535005746
576	0.005346099661
577	0.005335820087
578	0.005332131653
579	0.005317950199
580	0.005314577132
581	0.005301537823
582	0.005290282289
583	0.005281049263
584	0.005272655679
585	0.005265148104
586	0.00525997755
587	0.005253828968
588	0.005247593652
589	0.005238638124
590	0.00523671189
591	0.0052312628
592	0.005227861346
593	0.005218757612
594	0.005207181183
595	0.005202844906
596	0.005199511111
597	0.005187776539
598	0.005179717317
599	0.005174054998
600	0.00516963619
601	0.005154904313
602	0.005151519298
603	0.005145051439
604	0.005138958275
605	0.005124540029
606	0.005116179932
607	0.005113998893
608	0.005110506577
609	0.005105563562
610	0.005098706627
611	0.005093589475
612	0.005088209102
613	0.005081645693
614	0.005076562695
615	0.005073948776
616	0.005069716036
